Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP002103,,Yes,1,Graduate,Yes,8000-<=10000,182,180,1,Urban,1
LP002106,Male,Yes,,Graduate,Yes,4000-<=6000,70,,1,Semiurban,1
LP002110,Male,Yes,1,Graduate,,4000-<=6000,160,360,1,Rural,1
LP002112,Male,Yes,2,Graduate,Yes,2000-<=3000,176,360,1,Rural,1
LP002113,Female,No,3,Not Graduate,No,1000-<=2000,,360,0,Urban,0
LP002114,Female,No,0,Graduate,No,4000-<=6000,71,360,1,Semiurban,1
LP002115,Male,Yes,3,Not Graduate,No,2000-<=3000,173,360,1,Rural,0
LP002116,Female,No,0,Graduate,No,2000-<=3000,46,360,1,Rural,0
LP002119,Male,Yes,1,Not Graduate,No,4000-<=6000,158,360,1,Urban,1
LP002126,Male,Yes,3,Not Graduate,No,3000-<=4000,74,360,1,Semiurban,1
LP002128,Male,Yes,2,Graduate,,2000-<=3000,125,360,1,Rural,1
LP002129,Male,Yes,0,Graduate,No,2000-<=3000,160,360,1,Semiurban,1
LP002130,Male,Yes,,Not Graduate,No,3000-<=4000,152,360,0,Rural,0
LP002131,Male,Yes,2,Not Graduate,No,3000-<=4000,126,360,1,Urban,1
LP002137,Male,Yes,0,Graduate,No,6000-<=8000,259,360,,Semiurban,1
LP002138,Male,Yes,0,Graduate,No,2000-<=3000,187,360,1,Rural,1
LP002139,Male,Yes,0,Graduate,No,8000-<=10000,228,360,1,Semiurban,1
LP002140,Male,No,0,Graduate,No,8000-<=10000,308,360,1,Rural,0
LP002141,Male,Yes,3,Graduate,No,2000-<=3000,95,360,1,Rural,1
LP002142,Female,Yes,0,Graduate,Yes,4000-<=6000,105,360,0,Rural,0
LP002143,Female,Yes,0,Graduate,No,2000-<=3000,130,360,1,Semiurban,1
LP002144,Female,No,,Graduate,No,3000-<=4000,116,180,1,Urban,1
LP002149,Male,Yes,2,Graduate,No,8000-<=10000,165,360,1,Rural,1
LP002151,Male,Yes,1,Graduate,No,3000-<=4000,67,360,1,Urban,0
LP002158,Male,Yes,0,Not Graduate,No,2000-<=3000,100,480,0,Urban,0
LP002160,Male,Yes,3,Graduate,No,4000-<=6000,200,360,1,Semiurban,1
LP002161,Female,No,1,Graduate,No,4000-<=6000,81,360,1,Semiurban,0
LP002170,Male,Yes,2,Graduate,No,4000-<=6000,236,360,1,Semiurban,1
LP002175,Male,Yes,0,Graduate,No,4000-<=6000,130,360,1,Urban,1
LP002178,Male,Yes,0,Graduate,No,3000-<=4000,95,300,,Urban,1
LP002180,Male,No,0,Graduate,Yes,6000-<=8000,141,360,1,Rural,1
LP002181,Male,No,0,Not Graduate,No,6000-<=8000,133,360,1,Rural,0
LP002187,Male,No,0,Graduate,No,2000-<=3000,96,480,1,Semiurban,0
LP002188,Male,No,0,Graduate,No,4000-<=6000,124,,0,Rural,0
LP002190,Male,Yes,1,Graduate,No,6000-<=8000,175,360,1,Semiurban,1
LP002191,Male,Yes,0,Graduate,No,10000-<=20000,570,360,1,Rural,0
LP002194,Female,No,0,Graduate,Yes,10000-<=20000,55,360,1,Semiurban,1
LP002197,Male,Yes,2,Graduate,No,4000-<=6000,155,360,1,Semiurban,1
LP002201,Male,Yes,2,Graduate,Yes,8000-<=10000,380,300,1,Rural,1
LP002205,Male,No,1,Graduate,No,3000-<=4000,111,180,0,Urban,0
LP002209,Female,No,0,Graduate,,2000-<=3000,110,360,1,Urban,1
LP002211,Male,Yes,0,Graduate,No,4000-<=6000,120,180,1,Urban,1
LP002219,Male,Yes,3,Graduate,No,8000-<=10000,130,360,1,Rural,1
LP002223,Male,Yes,0,Graduate,No,4000-<=6000,130,360,,Semiurban,1
LP002224,Male,No,0,Graduate,No,3000-<=4000,71,480,1,Urban,0
LP002225,Male,Yes,2,Graduate,No,4000-<=6000,130,360,1,Urban,1
LP002226,Male,Yes,0,Graduate,,3000-<=4000,128,360,1,Semiurban,1
LP002229,Male,No,0,Graduate,No,4000-<=6000,296,360,1,Semiurban,1
LP002231,Female,No,0,Graduate,No,4000-<=6000,156,360,1,Urban,1
LP002234,Male,No,0,Graduate,Yes,6000-<=8000,128,360,1,Urban,1
LP002236,Male,Yes,2,Graduate,No,4000-<=6000,100,360,1,Urban,0
LP002237,Male,No,1,Graduate,,3000-<=4000,113,180,1,Urban,1
LP002239,Male,No,0,Not Graduate,No,2000-<=3000,132,360,1,Semiurban,1
LP002243,Male,Yes,0,Not Graduate,No,3000-<=4000,,360,0,Urban,0
LP002244,Male,Yes,0,Graduate,No,2000-<=3000,136,360,1,Urban,1
LP002250,Male,Yes,0,Graduate,No,4000-<=6000,125,360,1,Rural,1
LP002255,Male,No,3,Graduate,No,8000-<=10000,185,360,1,Rural,1
LP002262,Male,Yes,3,Graduate,No,8000-<=10000,275,360,1,Rural,1
LP002263,Male,Yes,0,Graduate,No,2000-<=3000,120,360,,Urban,1
LP002265,Male,Yes,2,Not Graduate,No,1000-<=2000,113,180,1,Semiurban,1
LP002266,Male,Yes,2,Graduate,No,3000-<=4000,113,360,1,Urban,1
LP002272,Male,Yes,2,Graduate,No,3000-<=4000,135,360,,Semiurban,1
LP002277,Female,No,0,Graduate,No,3000-<=4000,71,360,0,Urban,0
LP002281,Male,Yes,0,Graduate,No,3000-<=4000,95,360,1,Urban,1
LP002284,Male,No,0,Not Graduate,No,3000-<=4000,109,360,1,Rural,1
LP002287,Female,No,0,Graduate,No,1000-<=2000,103,360,0,Semiurban,0
LP002288,Male,Yes,2,Not Graduate,No,2000-<=3000,45,180,0,Urban,0
LP002296,Male,No,0,Not Graduate,No,2000-<=3000,65,300,1,Rural,0
LP002297,Male,No,0,Graduate,No,2000-<=3000,103,360,1,Semiurban,1
LP002300,Female,No,0,Not Graduate,No,1000-<=2000,53,360,1,Semiurban,1
LP002301,Female,No,0,Graduate,Yes,6000-<=8000,194,360,1,Rural,0
LP002305,Female,No,0,Graduate,No,4000-<=6000,115,360,1,Semiurban,1
LP002308,Male,Yes,0,Not Graduate,No,2000-<=3000,115,360,1,Urban,1
LP002314,Female,No,0,Not Graduate,No,2000-<=3000,66,360,1,Rural,1
LP002315,Male,Yes,1,Graduate,No,8000-<=10000,152,300,0,Semiurban,0
LP002317,Male,Yes,3,Graduate,No,20000-<=100000,360,360,0,Rural,0
LP002318,Female,No,1,Not Graduate,Yes,3000-<=4000,62,360,1,Semiurban,0
LP002319,Male,Yes,0,Graduate,,6000-<=8000,160,360,,Urban,1
LP002328,Male,Yes,0,Not Graduate,No,6000-<=8000,218,360,0,Rural,0
LP002332,Male,Yes,0,Not Graduate,No,2000-<=3000,110,360,1,Rural,1
LP002335,Female,Yes,0,Not Graduate,No,2000-<=3000,178,360,0,Semiurban,0
LP002337,Female,No,0,Graduate,No,2000-<=3000,60,360,1,Urban,1
LP002341,Female,No,1,Graduate,No,2000-<=3000,160,360,1,Urban,0
LP002342,Male,Yes,2,Graduate,Yes,1000-<=2000,239,360,1,Urban,0
LP002345,Male,Yes,0,Graduate,No,1000-<=2000,112,360,1,Rural,1
LP002347,Male,Yes,0,Graduate,No,3000-<=4000,138,360,1,Semiurban,1
LP002348,Male,Yes,0,Graduate,No,4000-<=6000,138,360,1,Rural,1
LP002357,Female,No,0,Not Graduate,No,2000-<=3000,80,,0,Urban,0
LP002361,Male,Yes,0,Graduate,No,1000-<=2000,100,360,1,Urban,1
LP002362,Male,Yes,1,Graduate,No,6000-<=8000,110,,0,Urban,0
LP002364,Male,Yes,0,Graduate,No,10000-<=20000,96,360,1,Semiurban,1
LP002366,Male,Yes,0,Graduate,No,2000-<=3000,121,360,1,Rural,1
LP002367,Female,No,1,Not Graduate,No,4000-<=6000,81,360,1,Rural,0
LP002368,Male,Yes,2,Graduate,No,4000-<=6000,133,360,1,Semiurban,1
LP002369,Male,Yes,0,Graduate,No,2000-<=3000,87,360,1,Rural,1
LP002370,Male,No,0,Not Graduate,No,2000-<=3000,60,180,1,Urban,1
LP002377,Female,No,1,Graduate,Yes,8000-<=10000,150,360,1,Semiurban,1
LP002379,Male,No,0,Graduate,No,6000-<=8000,105,360,0,Rural,0
LP002386,Male,No,0,Graduate,,10000-<=20000,405,360,1,Semiurban,1
LP002387,Male,Yes,0,Graduate,No,2000-<=3000,143,360,1,Semiurban,1
LP002390,Male,No,0,Graduate,No,3000-<=4000,100,360,1,Urban,1
LP002393,Female,,,Graduate,No,10000-<=20000,,240,1,Semiurban,1
LP002398,Male,No,0,Graduate,No,1000-<=2000,50,360,1,Semiurban,1
LP002401,Male,Yes,0,Graduate,No,2000-<=3000,,360,1,Urban,1
LP002403,Male,No,0,Graduate,Yes,10000-<=20000,187,360,0,Urban,0
LP002407,Female,Yes,0,Not Graduate,Yes,6000-<=8000,138,360,1,Rural,1
LP002408,Male,No,0,Graduate,No,3000-<=4000,187,360,1,Semiurban,1
LP002409,Male,Yes,0,Graduate,No,6000-<=8000,180,360,1,Rural,1
LP002418,Male,No,3,Not Graduate,No,4000-<=6000,148,360,1,Semiurban,1
LP002422,Male,No,1,Graduate,No,20000-<=100000,152,360,1,Semiurban,1
LP002424,Male,Yes,0,Graduate,No,6000-<=8000,175,300,,Rural,1
LP002429,Male,Yes,1,Graduate,Yes,3000-<=4000,130,360,1,Rural,1
LP002434,Male,Yes,2,Not Graduate,No,4000-<=6000,110,360,1,Rural,1
LP002435,Male,Yes,0,Graduate,,3000-<=4000,55,360,1,Rural,0
LP002443,Male,Yes,2,Graduate,No,3000-<=4000,150,360,0,Rural,0
LP002444,Male,No,1,Not Graduate,Yes,2000-<=3000,190,360,,Semiurban,0
LP002446,Male,Yes,2,Not Graduate,No,2000-<=3000,125,360,0,Rural,0
LP002447,Male,Yes,2,Not Graduate,No,1000-<=2000,60,300,,Urban,1
LP002448,Male,Yes,0,Graduate,No,3000-<=4000,149,360,0,Rural,0
LP002449,Male,Yes,0,Graduate,No,2000-<=3000,90,180,0,Rural,1
LP002453,Male,No,0,Graduate,Yes,6000-<=8000,84,360,1,Semiurban,1
LP002455,Male,Yes,2,Graduate,No,3000-<=4000,96,360,1,Semiurban,1
LP002459,Male,Yes,0,Graduate,No,4000-<=6000,118,360,1,Urban,1
LP002467,Male,Yes,0,Graduate,No,3000-<=4000,173,360,1,Urban,0
LP002472,Male,No,2,Graduate,No,4000-<=6000,136,360,1,Rural,1
LP002473,Male,Yes,0,Graduate,No,8000-<=10000,160,360,1,Semiurban,0
LP002478,,Yes,0,Graduate,Yes,2000-<=3000,160,360,,Semiurban,1
LP002484,Male,Yes,3,Graduate,No,6000-<=8000,128,180,1,Urban,1
LP002487,Male,Yes,0,Graduate,No,3000-<=4000,153,360,1,Rural,1
LP002489,Female,No,1,Not Graduate,,4000-<=6000,132,360,1,Semiurban,1
LP002493,Male,No,0,Graduate,No,4000-<=6000,98,360,0,Semiurban,0
LP002494,Male,No,0,Graduate,No,4000-<=6000,140,360,1,Rural,1
LP002500,Male,Yes,3,Not Graduate,No,2000-<=3000,70,180,0,Urban,0
LP002501,,Yes,0,Graduate,No,10000-<=20000,110,360,1,Semiurban,1
LP002502,Female,Yes,2,Not Graduate,,0-<=1000,98,360,1,Semiurban,1
LP002505,Male,Yes,0,Graduate,No,4000-<=6000,110,360,1,Urban,0
LP002515,Male,Yes,1,Graduate,Yes,3000-<=4000,162,360,1,Semiurban,1
LP002517,Male,Yes,1,Not Graduate,No,2000-<=3000,113,180,0,Rural,0
LP002519,Male,Yes,3,Graduate,No,4000-<=6000,100,360,1,Semiurban,1
LP002522,Female,No,0,Graduate,Yes,2000-<=3000,93,360,,Urban,1
LP002524,Male,No,2,Graduate,No,4000-<=6000,162,360,1,Rural,1
LP002527,Male,Yes,2,Graduate,Yes,10000-<=20000,150,360,1,Rural,1
LP002529,Male,Yes,2,Graduate,No,6000-<=8000,230,300,1,Semiurban,1
LP002530,,Yes,2,Graduate,No,2000-<=3000,132,360,0,Semiurban,0
LP002531,Male,Yes,1,Graduate,Yes,10000-<=20000,86,360,1,Semiurban,1
LP002533,Male,Yes,2,Graduate,No,2000-<=3000,,360,1,Urban,0
LP002534,Female,No,0,Not Graduate,No,4000-<=6000,154,360,1,Rural,1
LP002536,Male,Yes,3,Not Graduate,No,3000-<=4000,113,360,1,Rural,1
LP002537,Male,Yes,0,Graduate,No,2000-<=3000,128,360,1,Semiurban,1
LP002541,Male,Yes,0,Graduate,No,10000-<=20000,234,360,1,Semiurban,1
LP002543,Male,Yes,2,Graduate,No,8000-<=10000,246,360,1,Semiurban,1
LP002544,Male,Yes,1,Not Graduate,No,1000-<=2000,131,360,1,Rural,1
LP002545,Male,No,2,Graduate,No,3000-<=4000,80,360,0,Rural,0
LP002547,Male,Yes,1,Graduate,No,10000-<=20000,500,360,1,Urban,0
LP002555,Male,Yes,2,Graduate,Yes,4000-<=6000,160,360,1,Semiurban,1
LP002556,Male,No,0,Graduate,No,2000-<=3000,75,360,1,Urban,0
LP002560,Male,No,0,Not Graduate,No,2000-<=3000,96,360,,Semiurban,1
LP002562,Male,Yes,1,Not Graduate,No,4000-<=6000,186,360,,Urban,1
LP002571,Male,No,0,Not Graduate,No,3000-<=4000,110,360,1,Rural,1
LP002582,Female,No,0,Not Graduate,Yes,10000-<=20000,225,360,1,Semiurban,1
LP002585,Male,Yes,0,Graduate,No,3000-<=4000,119,360,0,Rural,0
LP002586,Female,Yes,1,Graduate,No,3000-<=4000,105,84,1,Semiurban,1
LP002587,Male,Yes,0,Not Graduate,No,2000-<=3000,107,360,1,Rural,1
LP002588,Male,Yes,0,Graduate,No,4000-<=6000,111,12,,Urban,1
LP002600,Male,Yes,1,Graduate,Yes,2000-<=3000,95,360,1,Semiurban,1
LP002602,Male,No,0,Graduate,No,6000-<=8000,209,360,0,Rural,0
LP002603,Female,No,0,Graduate,No,0-<=1000,113,480,1,Rural,1
LP002606,Female,No,0,Graduate,No,3000-<=4000,100,360,1,Semiurban,1
LP002615,Male,Yes,2,Graduate,No,4000-<=6000,208,360,1,Semiurban,1
LP002618,Male,Yes,1,Not Graduate,No,4000-<=6000,138,360,,Rural,0
LP002619,Male,Yes,0,Not Graduate,No,3000-<=4000,124,300,1,Semiurban,1
LP002622,Male,Yes,2,Graduate,No,3000-<=4000,243,360,1,Rural,1
LP002624,Male,Yes,0,Graduate,No,20000-<=100000,480,360,,Urban,1
LP002625,,No,0,Graduate,No,3000-<=4000,96,360,1,Urban,0
LP002626,Male,Yes,0,Graduate,Yes,2000-<=3000,188,360,1,Urban,1
LP002634,Female,No,1,Graduate,No,10000-<=20000,40,360,1,Urban,1
LP002637,Male,No,0,Not Graduate,No,3000-<=4000,100,360,1,Rural,0
LP002640,Male,Yes,1,Graduate,No,6000-<=8000,250,360,1,Semiurban,1
LP002643,Male,Yes,2,Graduate,No,3000-<=4000,148,360,1,Urban,1
LP002648,Male,Yes,0,Graduate,No,2000-<=3000,70,180,1,Semiurban,0
LP002652,Male,No,0,Graduate,No,4000-<=6000,311,360,1,Rural,0
LP002659,Male,Yes,3,Graduate,No,3000-<=4000,150,360,1,Rural,1
LP002670,Female,Yes,2,Graduate,No,2000-<=3000,113,480,1,Semiurban,1
LP002682,Male,Yes,,Not Graduate,No,3000-<=4000,123,360,0,Semiurban,0
LP002683,Male,No,0,Graduate,No,4000-<=6000,185,360,1,Semiurban,0
LP002684,Female,No,0,Not Graduate,No,3000-<=4000,95,360,1,Rural,0
LP002689,Male,Yes,2,Not Graduate,No,2000-<=3000,45,360,1,Semiurban,1
LP002690,Male,No,0,Graduate,No,2000-<=3000,55,360,1,Semiurban,1
LP002692,Male,Yes,3,Graduate,Yes,4000-<=6000,100,360,1,Rural,1
LP002693,Male,Yes,2,Graduate,Yes,6000-<=8000,480,360,1,Rural,1
LP002697,Male,No,0,Graduate,No,4000-<=6000,,360,1,Semiurban,0
LP002699,Male,Yes,2,Graduate,Yes,10000-<=20000,400,360,1,Rural,1
LP002705,Male,Yes,0,Graduate,No,3000-<=4000,110,360,1,Semiurban,1
LP002706,Male,Yes,1,Not Graduate,No,4000-<=6000,161,360,0,Semiurban,1
LP002714,Male,No,1,Not Graduate,No,2000-<=3000,94,360,1,Semiurban,1
LP002716,Male,No,0,Not Graduate,No,6000-<=8000,130,360,1,Semiurban,1
LP002717,Male,Yes,0,Graduate,No,1000-<=2000,216,360,,Rural,1
LP002720,Male,Yes,3,Graduate,No,4000-<=6000,100,360,1,Urban,1
LP002723,Male,No,2,Graduate,No,3000-<=4000,110,360,0,Rural,0
LP002729,Male,No,1,Graduate,No,10000-<=20000,196,360,,Semiurban,0
LP002731,Female,No,0,Not Graduate,Yes,10000-<=20000,125,360,1,Urban,1
LP002732,Male,No,0,Not Graduate,,2000-<=3000,126,360,1,Rural,1
LP002734,Male,Yes,0,Graduate,No,6000-<=8000,324,360,1,Urban,1
LP002738,Male,No,2,Graduate,No,3000-<=4000,107,360,1,Semiurban,1
LP002739,Male,Yes,0,Not Graduate,No,2000-<=3000,66,360,1,Rural,0
LP002740,Male,Yes,3,Graduate,No,6000-<=8000,157,180,1,Rural,1
LP002741,Female,Yes,1,Graduate,No,4000-<=6000,140,180,1,Semiurban,1
LP002743,Female,No,0,Graduate,No,2000-<=3000,99,360,0,Semiurban,0
LP002753,Female,No,1,Graduate,,3000-<=4000,95,360,1,Semiurban,1
LP002755,Male,Yes,1,Not Graduate,No,2000-<=3000,128,360,1,Urban,1
LP002757,Female,Yes,0,Not Graduate,No,3000-<=4000,102,360,,Semiurban,1
LP002767,Male,Yes,0,Graduate,No,2000-<=3000,155,360,1,Rural,1
LP002768,Male,No,0,Not Graduate,No,3000-<=4000,80,36,1,Semiurban,0
LP002772,Male,No,0,Graduate,No,2000-<=3000,145,360,1,Rural,1
LP002776,Female,No,0,Graduate,No,4000-<=6000,103,360,0,Semiurban,0
LP002777,Male,Yes,0,Graduate,No,2000-<=3000,110,360,1,Rural,1
LP002778,Male,Yes,2,Graduate,Yes,6000-<=8000,,360,0,Rural,0
LP002784,Male,Yes,1,Not Graduate,No,2000-<=3000,,360,1,Rural,1
LP002785,Male,Yes,1,Graduate,No,3000-<=4000,158,360,1,Urban,1
LP002788,Male,Yes,0,Not Graduate,No,2000-<=3000,181,360,0,Urban,0
LP002789,Male,Yes,0,Graduate,No,3000-<=4000,132,180,0,Rural,0
LP002792,Male,Yes,1,Graduate,No,4000-<=6000,26,360,1,Semiurban,1
LP002794,Female,No,0,Graduate,No,2000-<=3000,84,360,,Urban,1
LP002795,Male,Yes,3,Graduate,Yes,10000-<=20000,260,360,1,Semiurban,1
LP002798,Male,Yes,0,Graduate,No,3000-<=4000,162,360,1,Semiurban,1
LP002804,Female,Yes,0,Graduate,No,4000-<=6000,182,360,1,Semiurban,1
LP002807,Male,Yes,2,Not Graduate,No,3000-<=4000,108,360,1,Semiurban,1
LP002813,Female,Yes,1,Graduate,Yes,10000-<=20000,600,360,1,Semiurban,1
LP002820,Male,Yes,0,Graduate,No,4000-<=6000,211,360,1,Rural,1
LP002821,Male,No,0,Not Graduate,Yes,4000-<=6000,132,360,1,Semiurban,1
LP002832,Male,Yes,2,Graduate,No,8000-<=10000,258,360,0,Urban,0
LP002833,Male,Yes,0,Not Graduate,No,4000-<=6000,120,360,,Rural,1
LP002836,Male,No,0,Graduate,No,3000-<=4000,70,360,1,Urban,1
LP002837,Male,Yes,3,Graduate,No,3000-<=4000,123,360,0,Rural,0
LP002840,Female,No,0,Graduate,No,2000-<=3000,9,360,1,Urban,0
LP002841,Male,Yes,0,Graduate,No,3000-<=4000,104,360,0,Urban,0
LP002842,Male,Yes,1,Graduate,No,3000-<=4000,186,360,1,Urban,1
LP002847,Male,Yes,,Graduate,No,4000-<=6000,165,360,0,Urban,0
LP002855,Male,Yes,2,Graduate,No,10000-<=20000,275,360,1,Urban,1
LP002862,Male,Yes,2,Not Graduate,No,6000-<=8000,187,480,1,Semiurban,0
LP002863,Male,Yes,3,Graduate,No,6000-<=8000,150,360,1,Semiurban,0
LP002868,Male,Yes,2,Graduate,No,3000-<=4000,108,84,1,Urban,1
LP002872,,Yes,0,Graduate,No,3000-<=4000,136,360,0,Semiurban,0
LP002874,Male,No,0,Graduate,No,3000-<=4000,110,360,1,Urban,1
LP002877,Male,Yes,1,Graduate,No,1000-<=2000,107,360,1,Rural,1
LP002888,Male,No,0,Graduate,,3000-<=4000,161,360,1,Urban,1
LP002892,Male,Yes,2,Graduate,No,6000-<=8000,205,360,1,Semiurban,1
LP002893,Male,No,0,Graduate,No,1000-<=2000,90,360,1,Urban,0
LP002894,Female,Yes,0,Graduate,No,3000-<=4000,36,360,1,Semiurban,1
LP002898,Male,Yes,1,Graduate,No,1000-<=2000,61,360,,Rural,0
LP002911,Male,Yes,1,Graduate,No,2000-<=3000,146,360,0,Rural,0
LP002912,Male,Yes,1,Graduate,No,4000-<=6000,172,84,1,Rural,0
LP002916,Male,Yes,0,Graduate,No,2000-<=3000,104,360,1,Urban,1
LP002917,Female,No,0,Not Graduate,No,2000-<=3000,70,360,1,Semiurban,1
LP002925,,No,0,Graduate,No,4000-<=6000,94,360,1,Semiurban,1
LP002926,Male,Yes,2,Graduate,Yes,2000-<=3000,106,360,0,Semiurban,0
LP002928,Male,Yes,0,Graduate,No,2000-<=3000,56,180,1,Semiurban,1
LP002931,Male,Yes,2,Graduate,Yes,4000-<=6000,205,240,1,Semiurban,0
LP002933,,No,3,Graduate,Yes,8000-<=10000,292,360,1,Semiurban,1
LP002936,Male,Yes,0,Graduate,No,3000-<=4000,142,180,1,Rural,1
LP002938,Male,Yes,0,Graduate,Yes,10000-<=20000,260,360,1,Urban,1
LP002940,Male,No,0,Not Graduate,No,3000-<=4000,110,360,1,Rural,1
LP002941,Male,Yes,2,Not Graduate,Yes,6000-<=8000,187,360,1,Rural,0
LP002943,Male,No,,Graduate,No,2000-<=3000,88,360,0,Semiurban,0
LP002945,Male,Yes,0,Graduate,Yes,8000-<=10000,180,360,1,Rural,1
LP002948,Male,Yes,2,Graduate,No,4000-<=6000,192,360,1,Urban,1
LP002949,Female,No,3,Graduate,,0-<=1000,350,180,,Urban,0
LP002950,Male,Yes,0,Not Graduate,,2000-<=3000,155,360,1,Rural,1
LP002953,Male,Yes,3,Graduate,No,4000-<=6000,128,360,1,Urban,1
LP002958,Male,No,0,Graduate,No,3000-<=4000,172,360,1,Rural,1
LP002959,Female,Yes,1,Graduate,No,10000-<=20000,496,360,1,Semiurban,1
LP002960,Male,Yes,0,Not Graduate,No,2000-<=3000,,180,1,Urban,0
LP002961,Male,Yes,1,Graduate,No,3000-<=4000,173,360,1,Semiurban,1
LP002964,Male,Yes,2,Not Graduate,No,3000-<=4000,157,360,1,Rural,1
LP002974,Male,Yes,0,Graduate,No,3000-<=4000,108,360,1,Rural,1
LP002978,Female,No,0,Graduate,No,2000-<=3000,71,360,1,Rural,1
LP002979,Male,Yes,3,Graduate,No,4000-<=6000,40,180,1,Rural,1
LP002983,Male,Yes,1,Graduate,No,8000-<=10000,253,360,1,Urban,1
LP002984,Male,Yes,2,Graduate,No,6000-<=8000,187,360,1,Urban,1
LP002990,Female,No,0,Graduate,Yes,4000-<=6000,133,360,0,Semiurban,0
